correct,id,label,original_id,prediction,scores
False,75,2,1045,1,"[10.9375, 10.8125, 11.0, 10.9375]"
False,76,3,1046,1,"[11.125, 11.0, 11.25, 11.0625]"
False,77,2,1047,0,"[10.875, 10.9375, 11.125, 11.0625]"
True,78,2,1050,2,"[10.875, 10.875, 10.6875, 10.875]"
False,79,0,1052,2,"[11.25, 10.9375, 10.6875, 11.3125]"
False,80,3,1053,2,"[11.125, 11.125, 11.0, 11.125]"
False,81,3,1065,2,"[10.9375, 11.125, 10.875, 11.0625]"
True,82,0,1066,0,"[10.875, 10.875, 10.9375, 11.0]"
False,83,1,1067,3,"[10.9375, 10.875, 11.0, 10.8125]"
False,84,0,1084,1,"[11.1875, 10.875, 11.0, 11.1875]"
False,85,1,1085,0,"[11.0, 11.0625, 11.1875, 11.1875]"
True,86,1,1087,1,"[11.0, 10.875, 10.9375, 11.125]"
False,87,0,1112,3,"[11.1875, 11.0, 11.0, 10.6875]"
False,88,2,1115,1,"[11.0625, 10.9375, 11.1875, 11.0625]"
False,89,2,1117,3,"[11.0, 11.1875, 11.0, 10.8125]"
False,90,1,1119,3,"[11.125, 11.1875, 11.125, 11.0]"
False,91,3,1140,1,"[11.25, 10.8125, 10.875, 11.125]"
False,92,1,1189,0,"[10.875, 11.125, 10.875, 11.125]"
False,93,0,1199,2,"[11.0, 11.25, 10.8125, 10.9375]"
False,94,1,1200,0,"[11.0, 11.1875, 11.125, 11.0625]"
True,95,2,1201,2,"[11.25, 11.0625, 11.0, 11.125]"
True,96,0,1203,0,"[10.875, 10.875, 10.9375, 11.125]"
False,97,3,1204,1,"[11.0, 10.875, 11.0, 10.9375]"
False,98,1,1248,0,"[11.0, 11.0625, 11.0625, 11.1875]"
False,99,3,1277,1,"[11.1875, 10.9375, 11.375, 11.125]"
True,100,0,1283,0,"[10.6875, 11.0, 10.8125, 11.0625]"
False,101,2,1301,1,"[11.25, 11.0, 11.0625, 11.1875]"
False,102,3,1321,0,"[11.0, 11.125, 11.25, 11.0625]"
True,103,2,1322,2,"[11.25, 11.0625, 10.9375, 11.0625]"
False,104,1,1486,3,"[11.0, 11.0625, 11.25, 10.8125]"
False,105,2,1493,0,"[10.9375, 11.0, 11.125, 11.125]"
False,106,2,1494,1,"[11.0625, 10.75, 11.1875, 10.9375]"
True,107,0,1515,0,"[10.875, 10.875, 11.0625, 11.1875]"
False,108,2,1516,1,"[11.0625, 10.9375, 11.0, 11.1875]"
False,109,3,1517,2,"[11.0, 11.0625, 10.875, 10.9375]"
True,110,2,1519,2,"[11.125, 10.75, 10.6875, 11.0625]"
False,111,0,1549,2,"[11.0625, 11.125, 11.0, 11.0]"
False,112,0,1607,1,"[11.25, 10.9375, 11.0, 11.125]"
False,113,3,1608,2,"[11.4375, 11.0, 10.8125, 11.0]"
True,114,0,1621,0,"[10.875, 10.9375, 11.0, 11.125]"
False,115,0,1622,2,"[11.1875, 11.1875, 10.9375, 11.25]"
False,116,1,1626,0,"[10.75, 11.125, 11.0625, 11.25]"
False,117,3,1628,0,"[10.875, 11.0625, 11.125, 11.0]"
True,118,2,1663,2,"[11.0, 11.125, 10.9375, 11.0625]"
False,119,2,1701,3,"[11.25, 11.0, 11.125, 10.875]"
True,120,2,1708,2,"[11.0, 10.9375, 10.8125, 10.875]"
False,121,3,1752,1,"[11.1875, 11.0625, 11.125, 11.0625]"
True,122,1,1755,1,"[10.9375, 10.625, 10.875, 10.875]"
False,123,0,1756,1,"[11.0, 10.875, 11.0, 10.875]"
False,124,2,1757,0,"[10.875, 11.0625, 11.0, 11.1875]"
True,125,2,1758,2,"[11.3125, 11.125, 11.0625, 11.125]"
False,126,3,1818,1,"[11.0, 10.9375, 11.0625, 11.1875]"
True,127,0,1819,0,"[10.9375, 11.375, 11.25, 10.9375]"
False,128,2,1821,0,"[10.5625, 11.0625, 11.0, 11.25]"
False,129,1,1827,3,"[10.875, 11.125, 11.0625, 10.75]"
True,130,1,1846,1,"[10.9375, 10.8125, 10.9375, 10.8125]"
False,131,0,1855,1,"[11.0, 10.9375, 11.0, 11.0625]"
False,132,0,1858,1,"[11.0625, 10.9375, 11.0, 11.0]"
True,133,1,1860,1,"[11.25, 10.875, 11.0625, 10.9375]"
False,134,2,1872,0,"[10.8125, 11.0625, 11.0625, 11.125]"
False,135,1,1874,2,"[10.9375, 11.0, 10.875, 10.9375]"
False,136,2,1875,3,"[11.25, 11.0625, 11.125, 11.0]"
False,137,0,1876,3,"[11.0, 10.875, 10.6875, 10.625]"
True,138,0,1931,0,"[10.9375, 11.0625, 11.0, 10.9375]"
False,139,0,1932,1,"[10.9375, 10.75, 10.75, 10.9375]"
False,140,1,1962,0,"[10.8125, 10.9375, 11.0, 11.0]"
True,141,3,1963,3,"[11.0, 11.125, 11.25, 10.875]"
True,142,2,1998,2,"[10.9375, 11.0, 10.75, 11.0]"
False,143,3,2030,0,"[11.0625, 11.1875, 11.125, 11.1875]"
False,144,2,2047,1,"[11.3125, 10.9375, 11.0625, 11.125]"
False,145,3,2048,0,"[10.9375, 11.0, 11.0, 11.0]"
False,146,3,2059,0,"[10.75, 10.875, 11.0, 10.75]"
True,147,2,2060,2,"[11.0, 11.0625, 10.75, 10.8125]"
True,148,1,2061,1,"[10.875, 10.6875, 11.0, 10.875]"
False,149,1,2154,2,"[11.0625, 11.125, 11.0, 11.0]"
False,150,1,2155,0,"[11.0, 11.3125, 11.25, 11.0625]"
False,151,3,2165,1,"[10.9375, 10.75, 11.125, 11.0625]"
False,152,3,2166,1,"[11.0, 10.875, 11.1875, 11.0625]"
False,153,0,2215,3,"[11.5, 11.1875, 11.125, 10.5625]"
True,154,2,2216,2,"[11.0625, 11.0, 10.8125, 11.0]"
False,155,0,2217,1,"[10.9375, 10.75, 11.0, 11.0]"
False,156,1,2218,0,"[10.875, 11.0, 11.125, 11.0625]"
False,157,3,2219,1,"[11.0625, 10.8125, 11.0625, 11.1875]"
False,158,2,2241,0,"[10.9375, 10.9375, 11.25, 11.3125]"
False,159,2,2242,1,"[11.125, 10.875, 11.1875, 11.0]"
False,160,2,2263,3,"[10.875, 11.0625, 11.0625, 10.625]"
False,161,2,2275,1,"[11.125, 10.6875, 11.3125, 11.0625]"
False,162,1,2278,0,"[10.875, 11.0625, 11.0, 11.1875]"
False,163,1,2281,0,"[10.6875, 10.875, 11.0, 11.0]"
False,164,2,2282,3,"[11.0625, 11.125, 11.0, 10.875]"
False,165,0,2284,1,"[11.25, 10.8125, 11.125, 11.1875]"
False,166,3,2301,2,"[11.3125, 10.9375, 10.8125, 10.875]"
False,167,1,2306,3,"[11.0, 11.125, 10.9375, 10.8125]"
False,168,2,2307,0,"[10.875, 10.875, 10.9375, 11.0625]"
False,169,2,2324,0,"[10.9375, 11.0, 11.0, 10.9375]"
False,170,0,2361,3,"[11.0, 11.0, 11.0625, 10.9375]"
False,171,0,2363,1,"[10.9375, 10.8125, 11.125, 10.9375]"
True,172,1,2364,1,"[10.9375, 10.75, 11.0625, 11.0]"
False,173,2,2390,0,"[10.9375, 10.9375, 11.0625, 11.25]"
False,174,1,2433,2,"[11.0, 11.25, 10.875, 10.9375]"
False,175,0,2434,1,"[11.3125, 11.0625, 11.125, 11.3125]"
False,176,3,2477,2,"[11.0, 10.875, 10.75, 11.0]"
True,177,3,2478,3,"[11.0625, 10.9375, 11.0625, 10.875]"
False,178,0,2487,2,"[10.9375, 10.9375, 10.75, 11.0625]"
True,179,2,2497,2,"[11.125, 11.0625, 11.0, 11.1875]"
False,180,2,2499,0,"[11.125, 11.125, 11.125, 11.5]"
False,181,0,2513,1,"[11.1875, 11.125, 11.125, 11.1875]"
True,182,0,2514,0,"[11.0, 11.0625, 11.0, 11.0625]"
False,183,1,2518,0,"[11.0, 11.125, 11.125, 11.0]"
False,184,0,2522,2,"[11.3125, 11.0, 10.875, 11.0625]"
True,185,2,2533,2,"[11.0, 11.25, 10.9375, 11.25]"
False,186,0,2552,1,"[10.9375, 10.875, 11.25, 10.875]"
False,187,3,2553,1,"[10.9375, 10.75, 11.0, 11.1875]"
False,188,3,2558,1,"[11.125, 10.9375, 11.125, 11.125]"
True,189,0,2581,0,"[10.75, 10.875, 11.25, 11.0625]"
False,190,0,2582,2,"[11.0625, 11.25, 10.9375, 11.3125]"
False,191,0,2583,3,"[11.0625, 11.0, 11.1875, 10.875]"
False,192,2,2611,3,"[10.75, 11.0, 10.9375, 10.6875]"
True,193,1,2623,1,"[11.0, 10.5625, 10.875, 10.875]"
False,194,2,2624,0,"[11.0, 11.0, 11.25, 11.125]"
True,195,1,2625,1,"[11.25, 10.9375, 11.0625, 11.1875]"
True,196,3,2626,3,"[11.25, 11.3125, 11.375, 11.0625]"
False,197,0,2627,1,"[10.875, 10.6875, 10.9375, 10.9375]"
False,198,0,2637,2,"[11.1875, 11.1875, 10.9375, 10.9375]"
True,199,0,2638,0,"[11.0, 11.1875, 11.0625, 11.3125]"
False,200,1,2646,3,"[10.9375, 11.0, 11.1875, 10.8125]"
True,201,1,2647,1,"[11.0625, 10.75, 11.1875, 11.0]"
True,202,1,2651,1,"[11.0625, 10.9375, 10.9375, 11.0625]"
False,203,2,2666,0,"[10.8125, 11.0625, 11.25, 11.4375]"
False,204,2,2667,1,"[11.0625, 10.9375, 11.0625, 11.1875]"
True,205,3,2678,3,"[11.3125, 10.9375, 11.125, 10.75]"
True,206,0,2680,0,"[10.8125, 11.0, 11.0, 11.125]"
False,207,2,2683,1,"[11.0625, 10.8125, 11.0625, 11.0]"
False,208,2,2685,1,"[11.1875, 11.0, 11.125, 11.0]"
False,209,0,2716,1,"[10.9375, 10.75, 10.875, 10.9375]"
True,210,2,2717,2,"[11.25, 11.1875, 11.0, 11.0625]"
True,211,2,2722,2,"[10.8125, 11.0625, 10.6875, 11.0]"
True,212,0,2724,0,"[10.75, 11.0625, 10.875, 10.75]"
True,213,3,2734,3,"[10.875, 11.0625, 11.0625, 10.6875]"
True,214,2,2735,2,"[11.0625, 11.125, 10.75, 10.875]"
True,215,3,2752,3,"[11.25, 11.1875, 11.0625, 11.0]"
True,216,1,2757,1,"[11.125, 11.0625, 11.1875, 11.0625]"
False,217,2,2758,1,"[11.1875, 11.0625, 11.375, 11.0625]"
False,218,1,2760,0,"[10.9375, 11.125, 11.0625, 11.25]"
False,219,0,2763,2,"[11.125, 11.125, 11.0, 11.0625]"
True,220,0,2764,0,"[10.8125, 11.0, 11.0625, 10.875]"
False,221,3,2765,2,"[11.125, 11.25, 11.0625, 11.3125]"
False,222,0,2766,1,"[11.1875, 10.9375, 11.0625, 11.25]"
False,223,1,2770,3,"[10.9375, 10.9375, 10.9375, 10.75]"
False,224,0,2795,3,"[11.0625, 11.0, 11.1875, 10.9375]"
False,225,2,2797,1,"[11.1875, 11.0625, 11.25, 11.0625]"
True,226,2,2815,2,"[11.125, 11.1875, 10.8125, 10.9375]"
False,227,2,2892,3,"[11.125, 11.1875, 11.25, 11.0625]"
False,228,3,2893,0,"[10.875, 11.125, 11.0, 11.0]"
False,229,0,2894,2,"[11.0625, 11.0625, 10.9375, 11.0625]"
True,230,1,2921,1,"[11.0625, 10.875, 10.875, 11.25]"
True,231,1,2922,1,"[11.0, 10.8125, 11.0, 10.9375]"
False,232,0,2923,3,"[11.0, 10.9375, 11.0625, 10.8125]"
False,233,0,2953,1,"[10.875, 10.8125, 10.8125, 11.0]"
False,234,1,2954,0,"[10.9375, 11.0, 11.25, 11.25]"
True,235,0,2955,0,"[10.875, 11.0, 11.0625, 11.0625]"
True,236,0,2968,0,"[10.9375, 10.9375, 10.9375, 11.0]"
False,237,2,2969,1,"[11.125, 10.875, 10.875, 11.0]"
False,238,1,2970,2,"[11.0625, 10.9375, 10.6875, 10.8125]"
False,239,3,3049,0,"[10.875, 11.0, 11.25, 11.0625]"
False,240,3,3079,1,"[11.1875, 10.9375, 11.0, 11.0]"
True,241,1,3129,1,"[10.875, 10.8125, 10.9375, 11.0]"
False,242,3,3130,2,"[11.0625, 10.9375, 10.8125, 11.3125]"
True,243,3,3131,3,"[11.0, 10.875, 10.875, 10.8125]"
True,244,0,3146,0,"[10.8125, 10.8125, 10.9375, 11.3125]"
True,245,2,3147,2,"[10.8125, 11.25, 10.75, 11.0625]"
False,246,1,3158,2,"[11.125, 11.125, 11.0, 11.0]"
False,247,0,3173,2,"[11.375, 11.1875, 10.9375, 11.25]"
False,248,2,3174,1,"[11.1875, 10.8125, 11.0625, 11.0625]"
False,249,3,3193,0,"[10.8125, 10.8125, 11.125, 11.125]"
False,250,2,3289,0,"[10.8125, 11.0, 11.25, 10.8125]"
False,251,2,3295,1,"[11.0625, 10.8125, 11.125, 11.125]"
True,252,1,3317,1,"[11.25, 10.9375, 11.125, 11.125]"
False,253,2,3373,0,"[10.6875, 11.125, 10.6875, 11.25]"
False,254,3,3391,2,"[11.125, 11.0625, 10.875, 11.0]"
False,255,2,3528,0,"[10.75, 11.0, 10.875, 11.25]"
False,256,3,3534,2,"[11.125, 11.0625, 11.0, 11.0]"
False,257,0,3547,1,"[11.0625, 10.9375, 11.0625, 10.9375]"
False,258,1,3577,3,"[11.1875, 11.0625, 11.3125, 11.0]"
False,259,2,3623,3,"[11.25, 11.0625, 11.125, 10.9375]"
False,260,0,3630,1,"[11.0625, 11.0, 11.125, 11.0625]"
True,261,0,3631,0,"[11.0, 11.1875, 11.0, 11.25]"
True,262,2,3632,2,"[10.9375, 10.875, 10.6875, 11.0]"
False,263,0,3659,3,"[11.0, 11.1875, 10.875, 10.8125]"
False,264,1,3660,3,"[11.4375, 11.0, 11.0625, 10.75]"
False,265,1,3662,0,"[10.8125, 10.9375, 11.0625, 10.875]"
False,266,2,3670,0,"[11.0, 11.125, 11.0, 11.0]"
True,267,0,3680,0,"[10.5, 11.0, 10.875, 10.8125]"
False,268,3,3743,2,"[11.0, 11.0, 10.6875, 11.3125]"
False,269,3,3744,1,"[11.1875, 11.0, 11.25, 11.125]"
True,270,2,3802,2,"[11.125, 11.1875, 10.8125, 11.125]"
True,271,0,3808,0,"[11.0, 11.1875, 11.125, 11.125]"
True,272,3,3857,3,"[11.0, 11.0, 10.9375, 10.875]"
False,273,1,3869,2,"[11.0625, 11.125, 10.375, 10.9375]"
True,274,1,3886,1,"[10.8125, 10.75, 11.125, 11.0]"
False,275,1,3890,3,"[11.1875, 11.0625, 11.125, 10.9375]"
False,276,0,3892,1,"[11.0625, 10.5625, 10.8125, 11.25]"
False,277,0,3894,3,"[11.0625, 11.0625, 11.0625, 10.9375]"
False,278,0,3934,1,"[11.0625, 10.9375, 10.9375, 11.1875]"
False,279,0,3957,3,"[10.9375, 10.875, 11.25, 10.8125]"
False,280,3,3959,2,"[10.875, 10.9375, 10.8125, 11.0]"
False,281,1,3974,2,"[11.125, 11.0, 10.75, 10.875]"
False,282,0,3976,3,"[11.0625, 11.0625, 11.0625, 10.875]"
False,283,1,3978,2,"[10.75, 10.9375, 10.625, 11.0625]"
False,284,1,3991,3,"[11.0, 10.875, 11.0625, 10.6875]"
False,285,3,4008,1,"[11.0, 10.875, 10.9375, 11.0]"
False,286,1,4009,3,"[11.125, 11.25, 11.125, 11.0]"
False,287,0,4010,2,"[11.125, 11.0, 10.6875, 11.25]"
True,288,3,4011,3,"[11.0, 10.9375, 11.0, 10.8125]"
False,289,3,4061,0,"[10.9375, 11.0, 11.25, 11.0]"
False,290,0,4088,3,"[11.0, 11.125, 11.1875, 10.75]"
False,291,2,4089,0,"[10.875, 11.1875, 11.1875, 11.0625]"
False,292,1,4090,2,"[11.1875, 11.0, 10.9375, 11.1875]"
False,293,2,4091,3,"[11.125, 11.125, 11.0625, 11.0]"
False,294,1,4121,0,"[10.875, 11.0, 11.3125, 10.875]"
False,295,2,4122,3,"[11.0, 10.9375, 11.1875, 10.6875]"
False,296,1,4123,0,"[11.0, 11.0, 11.1875, 11.125]"
False,297,1,4126,0,"[10.75, 10.9375, 11.25, 11.0625]"
False,298,2,4133,0,"[11.0625, 11.0625, 11.125, 11.1875]"
True,299,0,4141,0,"[10.5, 10.8125, 10.9375, 10.8125]"
False,300,2,4156,1,"[11.0, 10.6875, 10.9375, 11.0]"
True,301,3,4157,3,"[10.9375, 10.9375, 10.9375, 10.875]"
False,302,1,4159,2,"[10.9375, 10.9375, 10.875, 11.0625]"
False,303,3,4160,2,"[11.0, 11.1875, 10.9375, 11.125]"
False,304,2,4250,0,"[11.0, 11.0, 11.125, 11.125]"
False,305,1,4252,2,"[10.9375, 10.875, 10.75, 11.0]"
False,306,1,4254,2,"[11.1875, 11.1875, 10.75, 11.25]"
False,307,3,4263,1,"[10.9375, 10.75, 10.8125, 10.875]"
True,308,0,4264,0,"[10.6875, 11.1875, 11.125, 11.375]"
False,309,3,4269,0,"[10.9375, 11.125, 11.0625, 11.25]"
False,310,0,4341,3,"[11.1875, 11.125, 11.125, 11.0625]"
False,311,1,4342,2,"[11.0625, 11.0625, 10.9375, 11.0]"
True,312,0,4351,0,"[10.6875, 11.0625, 10.8125, 11.0]"
False,313,3,4377,1,"[11.0625, 10.8125, 11.0625, 10.9375]"
False,314,0,4378,2,"[11.0, 11.0, 10.9375, 11.0625]"
True,315,1,4428,1,"[11.1875, 11.0625, 11.0625, 11.1875]"
False,316,3,4430,1,"[11.0625, 10.8125, 11.125, 11.125]"
True,317,1,4431,1,"[11.0, 10.875, 11.0, 10.9375]"
False,318,1,4432,2,"[11.125, 11.0625, 11.0, 11.0625]"
True,319,2,4447,2,"[11.375, 11.125, 11.0625, 11.0625]"
False,320,3,4448,1,"[11.375, 10.9375, 11.0625, 11.0]"
False,321,1,4477,3,"[11.0625, 11.25, 10.9375, 10.875]"
False,322,0,4481,1,"[11.0625, 10.8125, 11.0, 10.9375]"
False,323,0,4482,1,"[11.125, 10.875, 10.9375, 11.125]"
False,324,0,4485,2,"[10.9375, 11.0, 10.875, 11.0]"
False,325,1,4486,0,"[10.8125, 11.1875, 10.875, 10.9375]"
False,326,2,4487,0,"[10.8125, 10.8125, 11.25, 11.0]"
True,327,1,4517,1,"[11.125, 10.8125, 11.0, 11.0625]"
False,328,0,4531,1,"[11.1875, 11.0, 11.125, 11.0625]"
False,329,0,4534,2,"[11.0625, 10.9375, 10.875, 11.0]"
False,330,1,4579,0,"[10.875, 11.125, 11.125, 11.125]"
False,331,2,4616,1,"[10.9375, 10.75, 10.9375, 11.0]"
True,332,2,4643,2,"[10.875, 11.125, 10.8125, 11.0]"
False,333,3,4646,0,"[11.25, 11.375, 11.25, 11.5]"
False,334,3,4649,1,"[11.0625, 10.75, 11.0625, 11.25]"
True,335,3,4658,3,"[11.125, 10.9375, 10.875, 10.8125]"
True,336,0,4659,0,"[10.875, 10.875, 11.1875, 11.0]"
True,337,0,4660,0,"[10.75, 11.25, 10.875, 10.9375]"
False,338,2,4661,0,"[10.6875, 10.875, 10.9375, 10.9375]"
False,339,0,4662,2,"[11.0, 10.9375, 10.8125, 11.0]"
False,340,2,4663,1,"[11.125, 10.6875, 10.9375, 11.0]"
False,341,0,4664,3,"[11.125, 11.0625, 11.125, 10.9375]"
False,342,3,4744,2,"[10.9375, 11.0625, 10.875, 10.875]"
False,343,3,4819,2,"[11.0, 10.75, 10.6875, 10.75]"
False,344,3,4848,2,"[11.125, 11.0, 10.8125, 11.125]"
False,345,3,4881,2,"[11.0625, 11.125, 10.875, 11.0]"
False,346,0,4891,1,"[11.1875, 10.875, 10.9375, 10.9375]"
False,347,1,4948,0,"[10.6875, 11.375, 11.0, 11.125]"
False,348,3,4977,1,"[11.25, 10.75, 10.8125, 11.0625]"
True,349,0,4980,0,"[11.0, 11.3125, 11.1875, 11.0]"
False,350,3,4990,2,"[10.9375, 11.1875, 10.875, 11.0]"
True,351,3,4992,3,"[11.0, 11.0625, 10.9375, 10.875]"
False,352,1,4998,0,"[10.9375, 11.125, 11.125, 11.1875]"
False,353,2,5014,1,"[11.0, 10.875, 11.125, 11.125]"
False,354,3,5018,0,"[10.9375, 10.9375, 11.0625, 11.125]"
False,355,1,5019,3,"[11.125, 10.9375, 10.9375, 10.75]"
False,356,3,5020,1,"[11.0, 10.9375, 11.0, 11.25]"
False,357,2,5041,1,"[11.0625, 10.9375, 11.0625, 11.0625]"
False,358,0,5050,1,"[11.1875, 11.0, 11.0, 11.0]"
False,359,3,5059,2,"[10.875, 10.9375, 10.625, 11.0625]"
False,360,3,5060,1,"[11.125, 10.75, 10.875, 11.1875]"
False,361,2,5071,0,"[10.9375, 11.0625, 11.0, 11.0625]"
False,362,3,5072,2,"[11.0, 11.0625, 10.8125, 11.25]"
False,363,1,5096,0,"[10.875, 11.1875, 10.9375, 11.375]"
False,364,1,5105,0,"[10.875, 11.0, 11.0, 11.0]"
False,365,1,5119,2,"[10.875, 10.875, 10.6875, 11.1875]"
False,366,3,5120,0,"[11.0, 11.0, 11.0, 11.0625]"
False,367,3,5145,1,"[11.125, 11.0625, 11.1875, 11.125]"
True,368,3,5150,3,"[11.0, 11.0, 11.0, 10.875]"
False,369,0,5180,2,"[11.0, 11.0625, 10.875, 10.9375]"
False,370,2,5181,3,"[11.25, 11.25, 11.0, 10.875]"
True,371,0,5182,0,"[11.0, 11.1875, 11.3125, 11.0]"
False,372,0,5222,3,"[11.3125, 11.0625, 11.0, 10.625]"
False,373,3,5230,0,"[10.9375, 11.1875, 11.125, 11.25]"
False,374,3,5231,0,"[10.875, 11.125, 11.1875, 11.0625]"
False,375,3,5232,0,"[10.9375, 11.0625, 11.0625, 11.0]"
False,376,2,5240,3,"[11.0, 11.1875, 10.8125, 10.6875]"
False,377,3,5241,0,"[10.8125, 11.25, 10.9375, 11.375]"
False,378,3,5288,0,"[11.0, 11.125, 11.0625, 11.0625]"
True,379,1,5289,1,"[10.875, 10.8125, 11.125, 11.0]"
True,380,1,5291,1,"[11.0, 10.875, 10.9375, 10.875]"
False,381,3,5292,0,"[10.3125, 10.8125, 11.0, 11.125]"
False,382,1,5293,3,"[11.0, 10.875, 11.0, 10.75]"
False,383,0,5295,1,"[10.9375, 10.8125, 11.0625, 11.1875]"
False,384,3,5322,1,"[10.9375, 10.6875, 11.125, 11.0625]"
True,385,0,5384,0,"[10.8125, 11.0625, 10.9375, 10.875]"
False,386,3,5403,0,"[10.8125, 11.125, 11.0625, 11.0]"
True,387,1,5404,1,"[11.0, 10.8125, 11.0625, 10.9375]"
False,388,0,5405,1,"[11.0625, 10.875, 11.125, 10.9375]"
