correct,id,label,original_id,prediction,scores
False,53,3,818,1,"[3.203125, 2.6875, 3.96875, 3.796875]"
False,54,1,819,2,"[3.5625, 4.0, 2.78125, 3.75]"
True,55,1,854,1,"[3.25, 3.234375, 5.3125, 4.21875]"
True,56,2,855,2,"[3.484375, 3.875, 3.234375, 3.359375]"
False,57,1,858,3,"[3.5, 3.578125, 4.375, 3.4375]"
False,58,0,859,3,"[3.578125, 3.828125, 3.71875, 3.296875]"
False,59,1,875,3,"[4.75, 4.0625, 3.140625, 3.0625]"
False,60,1,876,2,"[3.859375, 3.09375, 2.390625, 5.28125]"
False,61,1,883,3,"[5.125, 3.09375, 3.765625, 2.609375]"
False,62,2,884,3,"[2.8125, 2.953125, 2.9375, 2.53125]"
False,63,1,886,3,"[5.125, 4.09375, 3.515625, 3.15625]"
False,64,3,887,2,"[3.390625, 3.609375, 2.984375, 3.5625]"
False,65,2,888,0,"[3.09375, 3.4375, 3.25, 3.65625]"
True,66,0,923,0,"[3.421875, 3.6875, 4.4375, 5.34375]"
False,67,1,924,3,"[3.3125, 3.78125, 3.078125, 2.671875]"
True,68,0,942,0,"[3.421875, 3.5, 3.71875, 4.75]"
True,69,0,950,0,"[3.15625, 3.46875, 4.15625, 3.265625]"
False,70,2,951,0,"[1.9609375, 2.75, 3.671875, 2.078125]"
False,71,2,989,0,"[2.859375, 3.4375, 3.8125, 3.28125]"
True,72,3,992,3,"[4.09375, 3.78125, 3.375, 3.09375]"
False,73,1,1005,0,"[3.21875, 3.5, 3.484375, 3.9375]"
True,74,3,1012,3,"[4.03125, 4.625, 4.25, 3.71875]"
False,75,2,1045,0,"[2.703125, 2.984375, 3.4375, 3.1875]"
True,76,3,1046,3,"[3.640625, 3.265625, 4.6875, 1.6953125]"
True,77,2,1047,2,"[2.203125, 4.96875, 1.6015625, 2.765625]"
True,78,2,1050,2,"[7.0625, 5.6875, 2.234375, 4.53125]"
False,79,0,1052,1,"[2.609375, 2.46875, 3.296875, 3.828125]"
False,80,3,1053,0,"[1.6640625, 1.96875, 2.671875, 2.75]"
False,81,3,1065,0,"[3.609375, 4.15625, 3.875, 3.703125]"
True,82,0,1066,0,"[2.828125, 3.53125, 3.5, 3.796875]"
False,83,1,1067,0,"[2.75, 3.359375, 4.3125, 2.875]"
False,84,0,1084,2,"[3.046875, 3.421875, 2.859375, 4.59375]"
False,85,1,1085,0,"[2.984375, 3.15625, 3.890625, 4.28125]"
True,86,1,1087,1,"[3.234375, 3.015625, 3.3125, 3.546875]"
False,87,0,1112,1,"[2.484375, 1.484375, 2.859375, 3.1875]"
True,88,2,1115,2,"[3.90625, 5.15625, 2.96875, 3.359375]"
False,89,2,1117,0,"[3.265625, 4.15625, 3.578125, 3.34375]"
False,90,1,1119,2,"[3.953125, 3.8125, 3.21875, 4.125]"
True,91,3,1140,3,"[5.0, 3.25, 3.421875, 2.9375]"
True,92,1,1189,1,"[4.15625, 3.015625, 3.65625, 3.640625]"
True,93,0,1199,0,"[2.6875, 3.546875, 2.828125, 2.78125]"
True,94,1,1200,1,"[3.96875, 2.828125, 3.890625, 4.03125]"
True,95,2,1201,2,"[3.265625, 3.078125, 1.4375, 4.15625]"
False,96,0,1203,1,"[3.65625, 3.078125, 3.890625, 3.375]"
True,97,3,1204,3,"[3.40625, 3.609375, 3.15625, 2.03125]"
False,98,1,1248,2,"[2.734375, 3.234375, 2.546875, 3.75]"
False,99,3,1277,2,"[3.328125, 4.3125, 2.796875, 3.390625]"
False,100,0,1283,1,"[3.90625, 3.09375, 4.28125, 3.890625]"
False,101,2,1301,1,"[4.34375, 3.0, 4.0625, 3.546875]"
False,102,3,1321,0,"[2.484375, 2.984375, 3.09375, 3.671875]"
False,103,2,1322,3,"[2.671875, 3.171875, 2.734375, 2.03125]"
False,104,1,1486,2,"[3.34375, 3.3125, 3.015625, 3.390625]"
False,105,2,1493,3,"[5.78125, 4.5625, 4.5, 3.484375]"
True,106,2,1494,2,"[3.96875, 3.609375, 3.25, 4.21875]"
True,107,0,1515,0,"[2.53125, 3.6875, 2.59375, 2.859375]"
True,108,2,1516,2,"[3.953125, 4.21875, 2.234375, 4.5]"
False,109,3,1517,1,"[3.3125, 2.40625, 3.46875, 3.84375]"
False,110,2,1519,1,"[3.296875, 2.453125, 4.59375, 3.78125]"
False,111,0,1549,3,"[3.265625, 4.34375, 3.21875, 3.078125]"
False,112,0,1607,2,"[4.03125, 5.53125, 2.34375, 5.1875]"
True,113,3,1608,3,"[3.0, 4.28125, 2.78125, 2.375]"
True,114,0,1621,0,"[2.46875, 3.921875, 3.390625, 4.8125]"
False,115,0,1622,3,"[3.75, 3.421875, 3.140625, 2.828125]"
False,116,1,1626,3,"[3.1875, 3.21875, 3.40625, 2.65625]"
False,117,3,1628,2,"[3.0625, 3.4375, 2.640625, 2.875]"
False,118,2,1663,3,"[2.34375, 2.84375, 3.40625, 1.9296875]"
True,119,2,1701,2,"[3.25, 3.640625, 2.6875, 4.125]"
True,120,2,1708,2,"[4.9375, 4.6875, 3.640625, 4.03125]"
False,121,3,1752,2,"[3.890625, 5.09375, 3.546875, 3.671875]"
True,122,1,1755,1,"[4.5, 2.859375, 4.25, 4.09375]"
False,123,0,1756,2,"[3.421875, 3.0625, 2.4375, 2.6875]"
False,124,2,1757,3,"[3.90625, 2.4375, 3.5, 2.296875]"
False,125,2,1758,0,"[3.203125, 3.9375, 3.828125, 3.953125]"
False,126,3,1818,1,"[3.78125, 3.140625, 4.1875, 3.53125]"
False,127,0,1819,1,"[3.484375, 3.0, 3.6875, 3.6875]"
True,128,2,1821,2,"[3.015625, 2.375, 1.9140625, 2.140625]"
False,129,1,1827,3,"[5.5, 4.3125, 4.71875, 4.25]"
False,130,1,1846,3,"[4.34375, 4.46875, 3.65625, 3.578125]"
False,131,0,1855,3,"[3.578125, 3.484375, 4.71875, 2.921875]"
True,132,0,1858,0,"[2.78125, 4.625, 4.625, 3.296875]"
True,133,1,1860,1,"[3.671875, 2.234375, 3.796875, 4.4375]"
False,134,2,1872,3,"[4.59375, 3.484375, 3.21875, 3.1875]"
True,135,1,1874,1,"[3.78125, 3.515625, 6.75, 5.40625]"
False,136,2,1875,3,"[3.640625, 3.609375, 3.578125, 3.53125]"
False,137,0,1876,1,"[3.953125, 3.109375, 3.671875, 3.34375]"
False,138,0,1931,3,"[5.0, 4.875, 5.28125, 3.765625]"
True,139,0,1932,0,"[3.8125, 4.5625, 4.28125, 5.40625]"
False,140,1,1962,0,"[3.5, 3.5, 3.71875, 4.0625]"
True,141,3,1963,3,"[3.609375, 3.625, 3.046875, 2.984375]"
False,142,2,1998,1,"[2.828125, 2.46875, 3.921875, 3.15625]"
False,143,3,2030,1,"[3.453125, 2.53125, 3.484375, 4.0]"
True,144,2,2047,2,"[3.875, 3.9375, 3.203125, 5.03125]"
False,145,3,2048,2,"[2.796875, 3.3125, 2.3125, 3.234375]"
False,146,3,2059,2,"[3.078125, 3.140625, 2.25, 2.4375]"
True,147,2,2060,2,"[3.21875, 1.8203125, 1.0078125, 3.46875]"
False,148,1,2061,0,"[1.4375, 3.546875, 3.21875, 2.078125]"
True,149,1,2154,1,"[3.71875, 3.46875, 4.46875, 4.96875]"
False,150,1,2155,0,"[2.46875, 2.65625, 3.796875, 3.859375]"
False,151,3,2165,1,"[3.9375, 2.921875, 3.78125, 3.515625]"
False,152,3,2166,2,"[3.65625, 3.96875, 2.359375, 4.15625]"
False,153,0,2215,1,"[4.0625, 2.640625, 4.4375, 3.546875]"
True,154,2,2216,2,"[2.625, 2.5, 1.625, 2.609375]"
False,155,0,2217,3,"[3.4375, 3.3125, 3.28125, 3.125]"
True,156,1,2218,1,"[4.46875, 2.296875, 2.40625, 3.640625]"
False,157,3,2219,0,"[3.109375, 3.578125, 3.578125, 3.515625]"
True,158,2,2241,2,"[2.84375, 2.984375, 1.8828125, 2.953125]"
True,159,2,2242,2,"[2.59375, 4.625, 2.390625, 3.65625]"
True,160,2,2263,2,"[3.1875, 5.28125, 2.859375, 3.25]"
False,161,2,2275,0,"[3.296875, 3.75, 3.84375, 3.578125]"
True,162,1,2278,1,"[3.953125, 2.4375, 2.515625, 3.328125]"
False,163,1,2281,3,"[4.40625, 4.46875, 5.34375, 3.453125]"
False,164,2,2282,0,"[2.71875, 5.3125, 4.5625, 4.0]"
True,165,0,2284,0,"[2.15625, 4.53125, 2.78125, 3.421875]"
False,166,3,2301,0,"[2.796875, 3.5, 4.21875, 3.71875]"
True,167,1,2306,1,"[3.640625, 2.65625, 3.984375, 4.3125]"
True,168,2,2307,2,"[4.5625, 2.859375, 2.78125, 3.671875]"
False,169,2,2324,0,"[2.8125, 4.1875, 3.984375, 4.25]"
False,170,0,2361,1,"[3.453125, 2.96875, 3.390625, 3.0]"
False,171,0,2363,3,"[3.125, 4.1875, 3.921875, 3.0625]"
False,172,1,2364,3,"[4.21875, 3.765625, 4.15625, 2.953125]"
True,173,2,2390,2,"[5.15625, 2.9375, 2.765625, 2.78125]"
False,174,1,2433,3,"[8.5, 4.0, 5.25, 3.6875]"
False,175,0,2434,1,"[3.5, 2.703125, 3.234375, 3.921875]"
True,176,3,2477,3,"[5.71875, 5.0625, 2.84375, 2.828125]"
False,177,3,2478,2,"[6.21875, 3.734375, 3.0, 3.90625]"
True,178,0,2487,0,"[2.03125, 3.71875, 3.640625, 3.34375]"
False,179,2,2497,0,"[2.921875, 3.546875, 3.078125, 3.6875]"
False,180,2,2499,3,"[2.28125, 2.78125, 2.59375, 2.09375]"
True,181,0,2513,0,"[2.109375, 3.171875, 4.28125, 3.75]"
False,182,0,2514,3,"[3.0625, 2.640625, 3.34375, 2.5]"
False,183,1,2518,3,"[3.859375, 4.6875, 3.84375, 2.4375]"
False,184,0,2522,1,"[2.71875, 2.140625, 4.125, 4.03125]"
False,185,2,2533,3,"[4.28125, 3.8125, 3.625, 3.234375]"
False,186,0,2552,2,"[3.921875, 3.9375, 3.28125, 3.78125]"
False,187,3,2553,0,"[2.953125, 4.65625, 3.3125, 3.359375]"
True,188,3,2558,3,"[3.984375, 3.96875, 4.0625, 3.703125]"
True,189,0,2581,0,"[2.578125, 3.765625, 3.40625, 4.53125]"
False,190,0,2582,3,"[3.546875, 3.0, 3.890625, 2.484375]"
False,191,0,2583,1,"[3.0, 2.453125, 3.703125, 4.34375]"
False,192,2,2611,3,"[5.0, 4.40625, 5.34375, 2.734375]"
False,193,1,2623,0,"[3.234375, 4.4375, 3.96875, 5.5625]"
True,194,2,2624,2,"[5.0, 3.15625, 2.84375, 4.40625]"
False,195,1,2625,2,"[3.609375, 3.828125, 3.0, 4.03125]"
False,196,3,2626,1,"[2.84375, 2.8125, 3.859375, 3.515625]"
True,197,0,2627,0,"[2.390625, 3.46875, 4.65625, 3.390625]"
False,198,0,2637,1,"[3.609375, 3.1875, 3.65625, 4.0]"
True,199,0,2638,0,"[2.6875, 3.421875, 4.59375, 3.859375]"
True,200,1,2646,1,"[5.65625, 4.0625, 4.9375, 5.5]"
False,201,1,2647,0,"[3.875, 4.90625, 6.96875, 4.09375]"
True,202,1,2651,1,"[3.1875, 3.0, 3.59375, 6.46875]"
False,203,2,2666,0,"[2.34375, 4.1875, 2.640625, 2.640625]"
False,204,2,2667,0,"[2.921875, 3.96875, 3.015625, 3.46875]"
False,205,3,2678,1,"[3.53125, 3.078125, 4.8125, 4.25]"
True,206,0,2680,0,"[2.890625, 4.625, 3.75, 3.265625]"
True,207,2,2683,2,"[2.796875, 3.734375, 1.9609375, 3.9375]"
False,208,2,2685,3,"[3.015625, 5.90625, 2.671875, 2.0625]"
True,209,0,2716,0,"[2.015625, 2.6875, 3.796875, 3.8125]"
False,210,2,2717,1,"[5.46875, 3.78125, 3.875, 3.984375]"
True,211,2,2722,2,"[3.75, 3.25, 2.453125, 2.859375]"
False,212,0,2724,3,"[5.6875, 4.5, 5.09375, 3.828125]"
True,213,3,2734,3,"[4.625, 4.96875, 4.25, 3.515625]"
False,214,2,2735,0,"[2.59375, 3.75, 3.109375, 3.03125]"
True,215,3,2752,3,"[3.6875, 2.890625, 3.421875, 2.875]"
True,216,1,2757,1,"[3.78125, 3.25, 4.46875, 3.71875]"
False,217,2,2758,1,"[3.859375, 2.78125, 3.203125, 4.21875]"
False,218,1,2760,3,"[4.4375, 3.84375, 4.59375, 3.734375]"
False,219,0,2763,1,"[3.8125, 2.765625, 3.78125, 3.625]"
True,220,0,2764,0,"[3.671875, 4.09375, 4.03125, 4.34375]"
False,221,3,2765,0,"[2.640625, 3.515625, 2.953125, 3.140625]"
True,222,0,2766,0,"[3.4375, 4.375, 4.59375, 3.71875]"
True,223,1,2770,1,"[3.703125, 3.515625, 3.90625, 4.59375]"
False,224,0,2795,1,"[3.390625, 2.515625, 3.984375, 4.71875]"
False,225,2,2797,1,"[4.15625, 4.125, 4.5625, 4.28125]"
False,226,2,2815,1,"[3.453125, 3.015625, 3.703125, 5.53125]"
False,227,2,2892,0,"[2.234375, 3.046875, 2.375, 2.75]"
False,228,3,2893,0,"[3.875, 4.25, 5.03125, 4.0625]"
False,229,0,2894,2,"[3.703125, 4.21875, 2.890625, 4.3125]"
False,230,1,2921,3,"[2.59375, 3.375, 3.609375, 2.546875]"
False,231,1,2922,2,"[4.34375, 4.5625, 3.390625, 3.484375]"
False,232,0,2923,2,"[4.25, 4.0625, 3.453125, 3.5]"
False,233,0,2953,1,"[4.75, 3.15625, 4.1875, 3.9375]"
False,234,1,2954,3,"[2.75, 3.984375, 4.0, 2.375]"
False,235,0,2955,3,"[5.34375, 3.765625, 3.078125, 2.75]"
False,236,0,2968,3,"[3.859375, 4.625, 4.46875, 3.234375]"
True,237,2,2969,2,"[3.828125, 4.46875, 2.34375, 4.59375]"
False,238,1,2970,3,"[4.5625, 3.078125, 2.765625, 2.5625]"
False,239,3,3049,0,"[3.59375, 3.765625, 3.96875, 4.40625]"
False,240,3,3079,1,"[4.125, 3.484375, 4.65625, 4.03125]"
False,241,1,3129,2,"[3.234375, 2.9375, 2.921875, 3.828125]"
False,242,3,3130,0,"[2.640625, 3.75, 3.984375, 3.28125]"
True,243,3,3131,3,"[3.8125, 3.625, 2.84375, 2.75]"
True,244,0,3146,0,"[2.859375, 4.53125, 4.28125, 4.78125]"
False,245,2,3147,1,"[4.5625, 3.3125, 3.96875, 4.78125]"
False,246,1,3158,2,"[2.90625, 3.796875, 2.8125, 3.75]"
True,247,0,3173,0,"[2.734375, 3.1875, 3.9375, 3.328125]"
False,248,2,3174,0,"[3.859375, 4.53125, 4.40625, 4.46875]"
True,249,3,3193,3,"[4.15625, 4.21875, 3.765625, 2.75]"
False,250,2,3289,1,"[4.34375, 3.265625, 5.21875, 3.890625]"
False,251,2,3295,3,"[4.875, 3.953125, 5.25, 3.90625]"
False,252,1,3317,0,"[2.25, 4.53125, 2.890625, 4.4375]"
False,253,2,3373,1,"[4.5, 2.9375, 3.09375, 3.734375]"
True,254,3,3391,3,"[4.1875, 4.1875, 3.953125, 3.125]"
False,255,2,3528,0,"[3.46875, 4.1875, 3.953125, 4.1875]"
False,256,3,3534,1,"[3.234375, 2.9375, 3.96875, 3.3125]"
True,257,0,3547,0,"[3.90625, 4.0, 4.6875, 4.625]"
True,258,1,3577,1,"[3.640625, 2.640625, 2.859375, 3.1875]"
False,259,2,3623,3,"[3.953125, 3.40625, 3.40625, 3.171875]"
True,260,0,3630,0,"[2.671875, 3.5625, 4.03125, 4.53125]"
False,261,0,3631,3,"[3.71875, 4.125, 2.828125, 2.796875]"
True,262,2,3632,2,"[5.09375, 3.828125, 3.015625, 3.921875]"
True,263,0,3659,0,"[2.75, 3.609375, 3.703125, 3.5625]"
False,264,1,3660,0,"[2.515625, 2.875, 3.5, 4.625]"
True,265,1,3662,1,"[4.96875, 2.203125, 3.640625, 3.734375]"
True,266,2,3670,2,"[4.71875, 4.34375, 3.15625, 4.09375]"
False,267,0,3680,2,"[2.921875, 3.828125, 2.4375, 3.046875]"
False,268,3,3743,2,"[3.25, 3.390625, 2.8125, 3.6875]"
False,269,3,3744,0,"[2.859375, 4.0625, 4.15625, 3.6875]"
False,270,2,3802,3,"[3.109375, 4.65625, 3.5, 1.8671875]"
True,271,0,3808,0,"[3.046875, 3.59375, 3.140625, 3.296875]"
True,272,3,3857,3,"[3.625, 3.5625, 3.96875, 3.453125]"
True,273,1,3869,1,"[3.0625, 2.46875, 4.6875, 2.53125]"
True,274,1,3886,1,"[3.625, 3.25, 4.875, 3.34375]"
False,275,1,3890,0,"[3.421875, 3.453125, 4.15625, 4.34375]"
False,276,0,3892,2,"[3.09375, 3.75, 3.046875, 3.71875]"
True,277,0,3894,0,"[3.234375, 3.359375, 3.34375, 4.375]"
False,278,0,3934,3,"[4.34375, 3.171875, 2.859375, 2.296875]"
False,279,0,3957,2,"[4.8125, 3.1875, 2.53125, 2.671875]"
True,280,3,3959,3,"[3.234375, 5.3125, 3.671875, 2.703125]"
False,281,1,3974,3,"[4.125, 4.5, 4.375, 3.859375]"
True,282,0,3976,0,"[1.3125, 3.890625, 2.484375, 3.59375]"
False,283,1,3978,3,"[4.6875, 3.671875, 5.03125, 2.609375]"
False,284,1,3991,2,"[3.046875, 3.125, 2.59375, 2.859375]"
False,285,3,4008,0,"[2.96875, 3.578125, 3.046875, 3.359375]"
False,286,1,4009,0,"[3.0625, 4.5, 3.765625, 5.5625]"
False,287,0,4010,2,"[4.3125, 4.0625, 3.53125, 4.21875]"
False,288,3,4011,1,"[4.53125, 3.078125, 5.25, 3.46875]"
False,289,3,4061,2,"[3.609375, 4.1875, 3.59375, 4.28125]"
True,290,0,4088,0,"[2.4375, 2.6875, 3.265625, 4.3125]"
False,291,2,4089,0,"[2.09375, 2.859375, 2.40625, 3.421875]"
True,292,1,4090,1,"[3.078125, 2.84375, 3.78125, 4.125]"
False,293,2,4091,0,"[2.78125, 4.625, 3.71875, 4.65625]"
True,294,1,4121,1,"[3.34375, 2.703125, 3.84375, 2.859375]"
False,295,2,4122,1,"[4.65625, 2.875, 3.015625, 3.46875]"
False,296,1,4123,2,"[3.703125, 3.78125, 2.21875, 3.453125]"
False,297,1,4126,2,"[3.859375, 3.984375, 2.984375, 3.46875]"
False,298,2,4133,1,"[3.765625, 2.71875, 3.265625, 3.90625]"
False,299,0,4141,1,"[3.15625, 3.125, 4.0, 3.765625]"
False,300,2,4156,3,"[3.890625, 4.0625, 4.09375, 3.078125]"
True,301,3,4157,3,"[3.703125, 3.28125, 3.296875, 2.578125]"
False,302,1,4159,3,"[3.1875, 3.890625, 3.71875, 2.546875]"
True,303,3,4160,3,"[3.15625, 4.5625, 6.34375, 1.9609375]"
False,304,2,4250,3,"[3.734375, 3.171875, 3.015625, 2.875]"
False,305,1,4252,0,"[3.359375, 3.671875, 3.828125, 4.1875]"
False,306,1,4254,0,"[2.03125, 4.25, 3.609375, 4.0625]"
False,307,3,4263,0,"[3.609375, 4.3125, 3.703125, 4.1875]"
False,308,0,4264,1,"[3.28125, 3.1875, 4.75, 4.0625]"
False,309,3,4269,0,"[2.8125, 4.0625, 3.78125, 3.46875]"
True,310,0,4341,0,"[3.3125, 3.484375, 3.328125, 3.796875]"
False,311,1,4342,2,"[3.6875, 2.8125, 2.5, 3.96875]"
False,312,0,4351,1,"[2.6875, 2.390625, 2.5625, 2.546875]"
True,313,3,4377,3,"[3.765625, 4.96875, 3.515625, 2.859375]"
False,314,0,4378,2,"[3.359375, 3.828125, 3.28125, 3.578125]"
True,315,1,4428,1,"[4.25, 3.4375, 4.0625, 3.953125]"
False,316,3,4430,2,"[3.609375, 5.3125, 3.234375, 3.40625]"
False,317,1,4431,2,"[3.25, 3.546875, 3.140625, 3.734375]"
False,318,1,4432,2,"[3.859375, 3.34375, 3.265625, 3.625]"
True,319,2,4447,2,"[3.6875, 2.53125, 1.9140625, 3.75]"
True,320,3,4448,3,"[4.125, 4.0625, 2.96875, 2.671875]"
False,321,1,4477,0,"[3.09375, 3.46875, 4.5625, 4.8125]"
False,322,0,4481,2,"[2.5625, 2.578125, 2.0, 3.109375]"
False,323,0,4482,1,"[1.9375, 1.7890625, 2.921875, 3.890625]"
False,324,0,4485,3,"[4.78125, 4.25, 3.53125, 3.3125]"
False,325,1,4486,3,"[3.5625, 3.15625, 4.25, 2.640625]"
False,326,2,4487,0,"[2.71875, 3.125, 3.078125, 3.703125]"
True,327,1,4517,1,"[2.8125, 2.734375, 3.171875, 3.34375]"
True,328,0,4531,0,"[2.71875, 4.28125, 3.703125, 4.0]"
True,329,0,4534,0,"[2.953125, 4.15625, 5.5, 3.34375]"
True,330,1,4579,1,"[4.0625, 2.578125, 3.828125, 2.71875]"
False,331,2,4616,0,"[3.0, 3.71875, 3.3125, 3.640625]"
True,332,2,4643,2,"[4.625, 4.4375, 3.21875, 4.5625]"
False,333,3,4646,1,"[3.1875, 2.8125, 2.90625, 3.703125]"
False,334,3,4649,2,"[4.5, 5.28125, 3.375, 3.890625]"
False,335,3,4658,1,"[4.125, 3.203125, 3.453125, 3.296875]"
False,336,0,4659,3,"[3.515625, 3.28125, 2.9375, 2.640625]"
False,337,0,4660,3,"[3.046875, 3.0625, 2.625, 2.59375]"
False,338,2,4661,3,"[3.09375, 2.5625, 2.78125, 2.359375]"
True,339,0,4662,0,"[2.984375, 3.203125, 5.65625, 4.09375]"
False,340,2,4663,3,"[4.3125, 3.3125, 3.671875, 2.640625]"
True,341,0,4664,0,"[2.859375, 3.1875, 3.15625, 3.265625]"
False,342,3,4744,0,"[2.765625, 3.234375, 2.953125, 4.125]"
False,343,3,4819,2,"[3.640625, 5.625, 2.96875, 3.75]"
False,344,3,4848,1,"[3.953125, 2.390625, 2.765625, 3.140625]"
False,345,3,4881,0,"[1.7421875, 2.171875, 4.1875, 2.921875]"
False,346,0,4891,1,"[2.734375, 2.40625, 4.0, 3.796875]"
False,347,1,4948,2,"[5.0625, 4.46875, 3.546875, 3.78125]"
True,348,3,4977,3,"[3.078125, 3.46875, 4.46875, 2.984375]"
False,349,0,4980,2,"[3.75, 3.90625, 3.125, 3.671875]"
False,350,3,4990,1,"[3.984375, 2.796875, 2.8125, 2.90625]"
False,351,3,4992,0,"[2.40625, 3.1875, 2.90625, 3.625]"
True,352,1,4998,1,"[4.875, 2.359375, 3.90625, 3.984375]"
False,353,2,5014,0,"[2.90625, 3.96875, 3.46875, 3.234375]"
False,354,3,5018,2,"[3.671875, 4.78125, 1.53125, 2.421875]"
False,355,1,5019,3,"[3.765625, 3.328125, 3.875, 3.140625]"
True,356,3,5020,3,"[4.46875, 4.75, 4.75, 1.953125]"
False,357,2,5041,1,"[4.0, 2.375, 2.796875, 5.4375]"
False,358,0,5050,3,"[3.90625, 3.25, 3.296875, 1.859375]"
True,359,3,5059,3,"[3.375, 2.875, 3.15625, 2.84375]"
False,360,3,5060,0,"[2.53125, 2.9375, 4.25, 2.8125]"
False,361,2,5071,1,"[4.21875, 3.46875, 4.28125, 4.5625]"
False,362,3,5072,0,"[3.359375, 3.921875, 4.4375, 3.75]"
False,363,1,5096,0,"[2.265625, 3.25, 3.375, 4.375]"
False,364,1,5105,0,"[2.640625, 3.28125, 3.515625, 3.5]"
False,365,1,5119,2,"[5.3125, 5.1875, 2.609375, 3.0]"
False,366,3,5120,2,"[4.0, 4.09375, 3.703125, 3.765625]"
False,367,3,5145,1,"[5.09375, 2.984375, 4.59375, 3.21875]"
False,368,3,5150,2,"[5.5625, 4.78125, 2.71875, 4.78125]"
True,369,0,5180,0,"[2.640625, 3.265625, 3.375, 5.28125]"
True,370,2,5181,2,"[3.828125, 4.15625, 3.390625, 4.0]"
False,371,0,5182,2,"[3.984375, 3.09375, 2.0625, 5.21875]"
True,372,0,5222,0,"[1.5234375, 2.6875, 3.421875, 2.9375]"
False,373,3,5230,0,"[2.734375, 3.078125, 3.046875, 3.03125]"
